instructie,en,nl,af,sq,am,ar,hy,as,az,eu,bn,my,bs,bg,ca,zh,da,de,et,fo,fi,fr,gl,ka,el,gu,he,hi,hu,ga,is,id,it,ja,kn,kk,km,ko,hr,lo,lv,lt,mk,ms,ml,mr,mn,ne,no,uk,or,ug,uz,fa,pl,pt,pa,ro,ru,sr,si,sk,sl,es,sw,ta,te,th,bo,cs,tr,ur,vi,cy,be,zu,sv,catalog,key,variation
"Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %lld, %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 30 tekens (UI-ruimte).",Turns %1$lld in %2$lld days,Wordt over %2$lld dagen %1$lld,Word %1$lld oor %2$lld dae,Mbush %1$lld pas %2$lld ditësh,ከ%2$lld ቀናት በኋላ %1$lld ዓመት ይሆናል,سيبلغ %1$lld بعد %2$lld أيام,%2$lld օրից կդառնա %1$lld տարեկան,%2$lld দিনৰ পিছত %1$lld বছৰ হ’ব,%2$lld gün sonra %1$lld yaşı olacaq,%2$lld egun barru %1$lld urte beteko ditu,%2$lld দিন পর %1$lld বছর হবে,%2$lld ရက်အတွင်း အသက် %1$lld နှစ်ပြည့်မည်,Puni %1$lld za %2$lld dana,Навършва %1$lld след %2$lld дни,Farà %1$lld anys d’aquí a %2$lld dies,%2$lld 天后满 %1$lld 岁,Fylder %1$lld om %2$lld dage,%1$lld wird in %2$lld Tagen,Saab %2$lld päeva pärast %1$lld-aastaseks,Fyllir %1$lld um %2$lld dagar,Täyttää %1$lld %2$lld päivän kuluttua,Aura %1$lld ans dans %2$lld jours,Cumpre %1$lld dentro de %2$lld días,%1$lld წლის გახდება %2$lld დღეში,Γίνεται %1$lld σε %2$lld ημέρες,%2$lld દિવસમાં %1$lld વર્ષના થશે,ימלאו %1$lld בעוד %2$lld ימים,%2$lld दिनों में %1$lld के होंगे,%1$lld éves lesz %2$lld nap múlva,Beidh sé/sí %1$lld i gceann %2$lld lá,Verður %1$lld ára eftir %2$lld daga,Berusia %1$lld dalam %2$lld hari,Compirà %1$lld anni tra %2$lld giorni,%2$lld日後に%1$lld歳,%2$lld ದಿನಗಳಲ್ಲಿ %1$lld ವರ್ಷ ತುಂಬುತ್ತದೆ,%2$lld күннен кейін %1$lld жасқа толады,នឹងគម្រប់អាយុ %1$lld ក្នុង %2$lld ថ្ងៃ,%2$lld일 후 %1$lld세,Puni %1$lld za %2$lld dana,ຈະອາຍຸ %1$lld ໃນ %2$lld ມື້,Pēc %2$lld dienām paliks %1$lld,Po %2$lld dienų sukaks %1$lld m.,Полни %1$lld за %2$lld дена,Akan berumur %1$lld dalam %2$lld hari,%2$lld ദിവസത്തിൽ %1$lld വയസാകും,%1$lld वर्षांचे %2$lld दिवसांत होतील,%2$lld өдрийн дараа %1$lld нас хүрнэ,%2$lld दिनमा %1$lld वर्ष पुग्छ,Fyller %1$lld om %2$lld dager,За %2$lld днів виповниться %1$lld,%2$lld ଦିନ ପରେ %1$lld ବର୍ଷ ହେବ,%2$lld كۈندىن كېيىن %1$lld ياشقا كىرىدۇ,%2$lld kundan keyin %1$lld yoshga to‘ladi,تا %2$lld روز دیگر %1$lld ساله می‌شود,Kończy %1$lld lat za %2$lld dni,Faz %1$lld anos daqui a %2$lld dias,%2$lld ਦਿਨਾਂ ਵਿੱਚ %1$lld ਸਾਲ ਦਾ ਹੋਵੇਗਾ,Împlinește %1$lld ani peste %2$lld zile,Исполнится %1$lld через %2$lld дней,Puni %1$lld za %2$lld dana,දින %2$lldකින් %1$lld වේ,O %2$lld dní bude mať %1$lld rokov,Čez %2$lld dni bo dopolnil/-a %1$lld,Cumple %1$lld dentro de %2$lld días,Atatimiza miaka %1$lld baada ya siku %2$lld,%2$lld நாட்களில் %1$lld வயதாகிறது,%2$lld రోజుల్లో %1$lld సంవత్సరాలు నిండుతాయి,จะอายุครบ %1$lld ปีในอีก %2$lld วัน,ཉིན་ %2$lld རྗེས་ལོ་ %1$lld སོན,Za %2$lld dní dosáhne %1$lld let,%2$lld gün içinde %1$lld yaşına girecek,%1$lld سال کے ہوں گے، %2$lld دن بعد,Còn %2$lld ngày sẽ tròn %1$lld tuổi,Yn troi'n %1$lld ymhen %2$lld diwrnod,Споўніцца %1$lld праз %2$lld дзён,Uzoba neminyaka engu-%1$lld ezinsukwini ezingu-%2$lld,Fyller %1$lld om %2$lld dagar,app,birthday.status.turnsInDays,
"Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %lld, %lld (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 28 tekens (UI-ruimte).",Turns %1$lld in %2$lld day,Wordt over %2$lld dag %1$lld,Word %1$lld oor %2$lld dag,Mbush %1$lld pas %2$lld dite,ከ%2$lld ቀን በኋላ %1$lld ዓመት ይሆናል,سيبلغ %1$lld بعد %2$lld يوم,%2$lld օրից կդառնա %1$lld տարեկան,%2$lld দিনৰ পিছত %1$lld বছৰ হ’ব,%2$lld gün sonra %1$lld yaşı olacaq,%2$lld egun barru %1$lld urte beteko ditu,%2$lld দিন পর %1$lld বছর হবে,%2$lld ရက်အတွင်း အသက် %1$lld နှစ်ပြည့်မည်,Puni %1$lld za %2$lld dan,Навършва %1$lld след %2$lld ден,Farà %1$lld anys d’aquí a %2$lld dia,%2$lld 天后满 %1$lld 岁,Fylder %1$lld om %2$lld dag,%1$lld wird in %2$lld Tag,Saab %2$lld päeva pärast %1$lld-aastaseks,Fyllir %1$lld um %2$lld dag,Täyttää %1$lld %2$lld päivän kuluttua,Aura %1$lld ans dans %2$lld jour,Cumpre %1$lld dentro de %2$lld día,%1$lld წლის გახდება %2$lld დღეში,Γίνεται %1$lld σε %2$lld ημέρα,%2$lld દિવસમાં %1$lld વર્ષના થશે,ימלאו %1$lld בעוד %2$lld יום,%2$lld दिन में %1$lld के होंगे,%1$lld éves lesz %2$lld nap múlva,Beidh sé/sí %1$lld i gceann %2$lld lá,Verður %1$lld ára eftir %2$lld dag,Berusia %1$lld dalam %2$lld hari,Compirà %1$lld anni tra %2$lld giorno,%2$lld日後に%1$lld歳,%2$lld ದಿನದಲ್ಲಿ %1$lld ವರ್ಷ ತುಂಬುತ್ತದೆ,%2$lld күннен кейін %1$lld жасқа толады,នឹងគម្រប់អាយុ %1$lld ក្នុង %2$lld ថ្ងៃ,%2$lld일 후 %1$lld세,Puni %1$lld za %2$lld dan,ຈະອາຍຸ %1$lld ໃນ %2$lld ມື້,Pēc %2$lld dienas paliks %1$lld,Po %2$lld dienos sukaks %1$lld m.,Полни %1$lld за %2$lld ден,Akan berumur %1$lld dalam %2$lld hari,%2$lld ദിവസത്തിൽ %1$lld വയസാകും,%1$lld वर्षांचे %2$lld दिवसात होतील,%2$lld өдрийн дараа %1$lld нас хүрнэ,%2$lld दिनमा %1$lld वर्ष पुग्छ,Fyller %1$lld om %2$lld dag,За %2$lld день виповниться %1$lld,%2$lld ଦିନ ପରେ %1$lld ବର୍ଷ ହେବ,%2$lld كۈندىن كېيىن %1$lld ياشقا كىرىدۇ,%2$lld kundan keyin %1$lld yoshga to‘ladi,تا %2$lld روز دیگر %1$lld ساله می‌شود,Kończy %1$lld lat za %2$lld dzień,Faz %1$lld anos daqui a %2$lld dia,%2$lld ਦਿਨ ਵਿੱਚ %1$lld ਸਾਲ ਦਾ ਹੋਵੇਗਾ,Împlinește %1$lld ani peste %2$lld zi,Исполнится %1$lld через %2$lld день,Puni %1$lld za %2$lld dan,දින %2$lldකින් %1$lld වේ,O %2$lld deň bude mať %1$lld rokov,Čez %2$lld dan bo dopolnil/-a %1$lld,Cumple %1$lld dentro de %2$lld día,Atatimiza miaka %1$lld baada ya siku %2$lld,%2$lld நாளில் %1$lld வயதாகிறது,%2$lld రోజులో %1$lld సంవత్సరాలు నిండుతాయి,จะอายุครบ %1$lld ปีในอีก %2$lld วัน,ཉིན་ %2$lld རྗེས་ལོ་ %1$lld སོན,Za %2$lld den dosáhne %1$lld let,%2$lld gün içinde %1$lld yaşına girecek,%1$lld سال کے ہوں گے، %2$lld دن بعد,Còn %2$lld ngày sẽ tròn %1$lld tuổi,Yn troi'n %1$lld ymhen %2$lld diwrnod,Споўніцца %1$lld праз %2$lld дзень,Uzoba neminyaka engu-%1$lld ngosuku olungu-%2$lld,Fyller %1$lld om %2$lld dag,app,birthday.status.turnsInOneDay,
Streef naar ± 12 tekens (UI-ruimte).,Birthdays,Verjaardagen,Verjaarsdae,Ditëlindjet,ልደቶች,أعياد الميلاد,Ծննդյան օրեր,জন্মদিনসমূহ,Ad günləri,Urtebetetzeak,জন্মদিন,မွေးနေ့များ,Rođendani,Рождени дни,Aniversaris,生日,Fødselsdage,Geburtstage,Sünnipäevad,Føðingardagar,Syntymäpäivät,Anniversaires,Aniversarios,დაბადების დღეები,Γενέθλια,જન્મદિવસો,ימי הולדת,जन्मदिन,Születésnapok,Breithlaethanta,Afmæli,Ulang Tahun,Compleanni,誕生日,ಹುಟ್ಟುಹಬ್ಬಗಳು,Туған күндер,ថ្ងៃកំណើត,생일,Rođendani,ວັນເກີດ,Dzimšanas dienas,Gimtadieniai,Родендени,Hari lahir,ജന്മദിനങ്ങൾ,वाढदिवस,Төрсөн өдрүүд,जन्मदिनहरू,Bursdager,Дні народження,ଜନ୍ମଦିନ,تۇغۇلغان كۈنلەر,Tug‘ilgan kunlar,تولدها,Urodziny,Aniversários,ਜਨਮਦਿਨ,Zile de naștere,Дни рождения,Rođendani,උපන්දින,Narodeniny,Rojstni dnevi,Cumpleaños,Siku za kuzaliwa,பிறந்தநாட்கள்,పుట్టినరోజులు,วันเกิด,སྐྱེས་སྐར,Narozeniny,Doğum günleri,سالگرہیں,Sinh nhật,Penblwyddi,Дні нараджэння,Izinsuku zokuzalwa,Födelsedagar,app,category.recurring.birthdays,
Streef naar ± 8 tekens (UI-ruimte).,General,Algemeen,Algemeen,Të përgjithshme,አጠቃላይ,عام,Ընդհանուր,সাধাৰণ,Ümumi,Orokorra,সাধারণ,အထွေထွေ,Općenito,Общи,General,通用,Generelt,Allgemein,Üldine,Alment,Yleiset,Général,Xeral,ზოგადი,Γενικά,સામાન્ય,כללי,सामान्य,Általános,Ginearálta,Almennt,Umum,Generali,一般,ಸಾಮಾನ್ಯ,Жалпы,ទូទៅ,일반,Općenito,ທົ່ວໄປ,Vispārīgi,Bendra,Општо,Umum,പൊതുവായത്,सामान्य,Ерөнхий,सामान्य,Generelt,Загальні,ସାଧାରଣ,ئادەتتىكى,Umumiy,عمومی,Ogólne,Geral,ਆਮ,General,Основные,Opšte,සාමාන්‍ය,Všeobecné,Splošno,General,Jumla,பொது,సాధారణం,ทั่วไป,སྤྱིར་བཏང,Obecné,Genel,عمومی,Chung,Cyffredinol,Агульныя,Okuvamile,Allmänt,app,category.recurring.general,
Streef naar ± 10 tekens (UI-ruimte).,Holidays,Feestdagen,Vakansiedae,Festat,በዓላት,العطلات,Տոներ,বন্ধৰ দিন,Bayramlar,Jaiegunak,ছুটির দিন,အားလပ်ရက်များ,Praznici,Празници,Festivitats,节假日,Helligdage,Feiertage,Pühad,Halgidagar,Juhlapyhät,Jours fériés,Festivos,დღესასწაულები,Αργίες,રજાઓ,חגים,छुट्टियाँ,Ünnepnapok,Laethanta Saoire,Frídagar,Hari Libur,Festività,祝日,ರಜಾದಿನಗಳು,Мерекелер,ថ្ងៃឈប់សម្រាក,공휴일,Blagdani,ວັນພັກ,Svētku dienas,Šventės,Празници,Cuti,അവധികൾ,सुट्ट्या,Баярын өдрүүд,बिदाहरू,Helligdager,Свята,ଛୁଟିଦିନ,بايراملار,Bayramlar,تعطیلات,Święta,Feriados,ਛੁੱਟੀਆਂ,Sărbători,Праздники,Praznici,නිවාඩු දින,Sviatky,Prazniki,Festivos,Sikukuu,விடுமுறைகள்,సెలవులు,วันหยุด,ངལ་གསོའི་ཉིན,Svátky,Tatiller,تعطیلات,Ngày lễ,Gwyliau,Святы,Amaholide,Helgdagar,app,category.recurring.holidays,
Streef naar ± 12 tekens (UI-ruimte).,Groceries,Boodschappen,Inkopies,Ushqimet,የገበያ ዕቃዎች,مشتريات,Մթերքներ,বজাৰৰ সামগ্ৰী,Ərzaqlar,Erosketak,বাজারের তালিকা,ကုန်စုံ,Namirnice,Пазаруване,Compres,购物,Dagligvarer,Einkäufe,Toidukaubad,Matvørur,Ruokaostokset,Courses,Compra,საყიდლები,Ψώνια,કરિયાણું,מצרכים,किराने का सामान,Bevásárlás,Earraí Grósaera,Innkaup,Belanjaan,Spesa,買い物,ದಿನಸಿ ಸಾಮಾನುಗಳು,Азық-түлік,គ្រឿងទេស,장보기,Namirnice,ເຄື່ອງກິນ,Pārtikas preces,Pirkiniai,Намирници,Barangan runcit,പലചരക്ക്,किराणा,Хүнс,किनमेल,Dagligvarer,Покупки,ବଜାର ସାମଗ୍ରୀ,بازارلىق,Xaridlar,خواربار,Zakupy spożywcze,Compras,ਕਿਰਾਨਾ,Cumpărături,Покупки,Namirnice,සිල්ලර බඩු,Nákupy,Živila,Compra,Manunuzi,மளிகைப் பொருட்கள்,కిరాణా సరుకులు,ของชำ,ཉོ་ཐོ,Nákupy,Alışveriş,کریانہ,Mua sắm,Bwyd,Пакупкі,Ukudla,Matvaror,app,category.todo.groceries,
Streef naar ± 13 tekens (UI-ruimte).,Long term,Lange termijn,Lang termyn,Afatgjatë,ረጅም ጊዜ,طويل الأجل,Երկարաժամկետ,দীৰ্ঘম্যাদী,Uzunmüddətli,Epe luzera,দীর্ঘমেয়াদি,ရေရှည်,Dugoročno,Дългосрочни,A llarg termini,长期,Langsigtet,Langfristig,Pikaajaline,Langtíð,Pitkän aikavälin,Long terme,A longo prazo,გრძელვადიანი,Μακροπρόθεσμα,લાંબા ગાળાનું,לטווח ארוך,लंबी अवधि,Hosszú távú,Fadtéarmach,Langtíma,Jangka panjang,Lungo termine,長期,ದೀರ್ಘಾವಧಿ,Ұзақ мерзімді,រយៈពេលវែង,장기,Dugoročno,ໄລຍະຍາວ,Ilgtermiņā,Ilgalaikiai,Долгорочно,Jangka panjang,ദീർഘകാലം,दीर्घकालीन,Урт хугацаа,दीर्घकालीन,Langsiktig,Довгострокові,ଦୀର୍ଘମିଆଦୀ,ئۇزۇن مۇددەتلىك,Uzoq muddatli,بلندمدت,Długoterminowe,Longo prazo,ਲੰਬੀ ਮਿਆਦ,Pe termen lung,На будущее,Dugoročno,දිගු කාලීන,Dlhodobé,Dolgoročno,A largo plazo,Muda mrefu,நீண்டகாலம்,దీర్ఘకాలం,ระยะยาว,དུས་ཡུན་རིང་པོ,Dlouhodobé,Uzun vadeli,طویل مدت,Dài hạn,Tymor hir,На перспектыву,Isikhathi eside,Långsiktigt,app,category.todo.longTerm,
Streef naar ± 10 tekens (UI-ruimte).,Soon,Binnenkort,Binnekort,Së shpejti,በቅርቡ,قريبًا,Շուտով,সোনকালেই,Tezliklə,Laster,শিগগির,မကြာမီ,Uskoro,Скоро,Aviat,即将到来,Snart,Bald,Varsti,Skjótt,Pian,Bientôt,En breve,მალე,Σύντομα,ટૂંક સમયમાં,בקרוב,जल्द,Hamarosan,Go Luath,Bráðum,Segera,Presto,近日中,ಶೀಘ್ರದಲ್ಲೇ,Жақында,ឆាប់ៗ,곧,Uskoro,ໄວໆນີ້,Drīzumā,Netrukus,Наскоро,Tidak lama lagi,ഉടൻ,लवकरच,Удахгүй,चाँडै,Snart,Незабаром,ଶୀଘ୍ର,پات يېقىندا,Tez orada,به‌زودی,Wkrótce,Em breve,ਜਲਦੀ,În curând,Скоро,Uskoro,ළඟදීම,Čoskoro,Kmalu,Pronto,Hivi karibuni,விரைவில்,త్వరలో,เร็ว ๆ นี้,མི་འགྱངས་པར,Brzy,Yakında,جلد,Sắp tới,Yn fuan,Неўзабаве,Maduze,Snart,app,category.todo.soon,
Streef naar ± 7 tekens (UI-ruimte).,Belgium,België,België,Belgjika,ቤልጂየም,بلجيكا,Բելգիա,বেলজিয়াম,Belçika,Belgika,বেলজিয়াম,ဘယ်လ်ဂျီယမ်,Belgija,Белгия,Bèlgica,比利时,Belgien,Belgien,Belgia,Belgia,Belgia,Belgique,Bélxica,ბელგია,Βέλγιο,બેલ્જિયમ,בלגיה,बेल्जियम,Belgium,An Bheilg,Belgía,Belgia,Belgio,ベルギー,ಬೆಲ್ಜಿಯಂ,Бельгия,បែលហ្សិក,벨기에,Belgija,ແບນຊິກ,Beļģija,Belgija,Белгија,Belgium,ബെൽജിയം,Belgium,Бельги,बेल्जियम,Belgia,Бельгія,ବେଲଜିୟମ୍,بېلگىيە,Belgiya,بلژیک,Belgia,Bélgica,ਬੈਲਜੀਅਮ,Belgia,Бельгия,Belgija,බෙල්ජියම,Belgicko,Belgija,Bélgica,Ubelgiji,பெல்ஜியம்,బెల్జియం,เบลเยียม,Belgium,Belgie,Belçika,بیلجیم,Bỉ,Gwlad Belg,Бельгія,IBelgium,Belgien,app,country.BE,
Streef naar ± 9 tekens (UI-ruimte).,Germany,Duitsland,Duitsland,Gjermania,ጀርመን,ألمانيا,Գերմանիա,জাৰ্মানী,Almaniya,Alemania,জার্মানি,ဂျာမနီ,Njemačka,Германия,Alemanya,德国,Tyskland,Deutschland,Saksamaa,Týskland,Saksa,Allemagne,Alemaña,გერმანია,Γερμανία,જર્મની,גרמניה,जर्मनी,Németország,An Ghearmáin,Þýskaland,Jerman,Germania,ドイツ,ಜರ್ಮನಿ,Германия,អាល្លឺម៉ង់,독일,Njemačka,ເຢຍລະມັນ,Vācija,Vokietija,Германија,Jerman,ജർമ്മനി,Germany,Герман,जर्मनी,Tyskland,Німеччина,ଜର୍ମାନୀ,گېرمانىيە,Germaniya,آلمان,Niemcy,Alemanha,ਜਰਮਨੀ,Germania,Германия,Nemačka,ජර්මනිය,Nemecko,Nemčija,Alemania,Ujerumani,ஜெர்மனி,జర్మనీ,เยอรมนี,Germany,Německo,Almanya,جرمنی,Đức,Yr Almaen,Германія,IJalimane,Tyskland,app,country.DE,
Streef naar ± 9 tekens (UI-ruimte).,France,Frankrijk,Frankryk,Franca,ፈረንሳይ,فرنسا,Ֆրանսիա,ফ্ৰান্স,Fransa,Frantzia,ফ্রান্স,ပြင်သစ်,Francuska,Франция,França,法国,Frankrig,Frankreich,Prantsusmaa,Frakland,Ranska,France,Francia,საფრანგეთი,Γαλλία,ફ્રાન્સ,צרפת,फ़्रांस,Franciaország,An Fhrainc,Frakkland,Prancis,Francia,フランス,ಫ್ರಾನ್ಸ್,Франция,បារាំង,프랑스,Francuska,ຝຣັ່ງ,Francija,Prancūzija,Франција,Perancis,ഫ്രാൻസ്,France,Франц,फ्रान्स,Frankrike,Франція,ଫ୍ରାନ୍ସ,فىرانسىيە,Fransiya,فرانسه,Francja,França,ਫ਼ਰਾਂਸ,Franța,Франция,Francuska,ප්‍රංශය,Francúzsko,Francija,Francia,Ufaransa,பிரான்ஸ்,ఫ్రాన్స్,ฝรั่งเศส,France,Francie,Fransa,فرانس,Pháp,Ffrainc,Францыя,IFrance,Frankrike,app,country.FR,
Streef naar ± 19 tekens (UI-ruimte).,United Kingdom,Verenigd Koninkrijk,Verenigde Koninkryk,Mbretëria e Bashkuar,ዩናይትድ ኪንግደም,المملكة المتحدة,Միացյալ Թագավորություն,যুক্তৰাজ্য,Birləşmiş Krallıq,Erresuma Batua,যুক্তরাজ্য,ယူနိုက်တက်ကင်းဒမ်း,Ujedinjeno Kraljevstvo,Обединеното кралство,Regne Unit,英国,Storbritannien,Vereinigtes Königreich,Ühendkuningriik,Stórabretland,Yhdistynyt kuningaskunta,Royaume-Uni,Reino Unido,გაერთიანებული სამეფო,Ηνωμένο Βασίλειο,યુનાઇટેડ કિંગડમ,הממלכה המאוחדת,यूनाइटेड किंगडम,Egyesült Királyság,An Ríocht Aontaithe,Bretland,Britania Raya,Regno Unito,イギリス,ಯುನೈಟೆಡ್ ಕಿಂಗ್‌ಡಮ್,Ұлыбритания,ចក្រភពអង់គ្លេស,영국,Ujedinjeno Kraljevstvo,ສະຫະລາຊະອານາຈັກ,Apvienotā Karaliste,Jungtinė Karalystė,Обединето Кралство,United Kingdom,യുണൈറ്റഡ് കിംഗ്ഡം,United Kingdom,Их Британи,संयुक्त अधिराज्य,Storbritannia,Сполучене Королівство,ଯୁକ୍ତରାଜ୍ୟ,بىرلەشكەن پادىشاھلىق,Birlashgan Qirollik,بریتانیا,Wielka Brytania,Reino Unido,ਯੂਨਾਈਟਡ ਕਿੰਗਡਮ,Regatul Unit,Великобритания,Ujedinjeno Kraljevstvo,එක්සත් රාජධානිය,Spojené kráľovstvo,Združeno kraljestvo,Reino Unido,Uingereza,ஐக்கிய இராச்சியம்,యునైటెడ్ కింగ్‌డమ్,สหราชอาณาจักร,United Kingdom,Spojené království,Birleşik Krallık,متحدہ سلطنت,Vương quốc Anh,Y Deyrnas Unedig,Вялікабрытанія,I-United Kingdom,Storbritannien,app,country.GB,
